,size,isEmpty,peek,peek_obj_type,calledMethod,pushInput,diff,testId,instanceId
1031,2,False,class experiment.drivers.AlejaStackTestDriver,class java.lang.Class,push,class java.lang.Class,No,1607319035766:95f357fe-2465-430f-ab82-d3f58e850aad,1607319035766:73306418-65c7-4b58-9eed-78bb9362670a
1053,3,False,experiment.drivers.AlejaStackTestDriver@6504e3b2,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:3c689db8-aad3-4b6b-83c0-ff7215e00b0e,1607319035782:b50f66e7-7600-4fff-848e-a3bc07a36a67
1057,4,False,1.0,class java.lang.Float,push,class java.lang.Float,No,1607319035782:3c689db8-aad3-4b6b-83c0-ff7215e00b0e,1607319035782:b50f66e7-7600-4fff-848e-a3bc07a36a67
1058,3,False,experiment.drivers.AlejaStackTestDriver@6504e3b2,class experiment.drivers.AlejaStackTestDriver,pop,none,No,1607319035782:3c689db8-aad3-4b6b-83c0-ff7215e00b0e,1607319035782:b50f66e7-7600-4fff-848e-a3bc07a36a67
1071,1,False,experiment.drivers.AlejaStackTestDriver@515f550a,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:b0e9bb07-a76c-4607-9056-84f2e6ef94c7,1607319035782:268ace67-056f-4a9f-b811-512a08c1b759
1090,1,False,experiment.drivers.AlejaStackTestDriver@626b2d4a,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:8a8e2fb0-19bb-4ff2-b9be-92179aa6248a,1607319035782:98c290da-77e5-460b-8c3b-4c8b6a6d0272
1113,1,False,experiment.drivers.AlejaStackTestDriver@5e91993f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:8a8e2fb0-19bb-4ff2-b9be-92179aa6248a,1607319035782:f54c1fae-3d29-47b5-b457-2d2de53b0345
1115,3,False,experiment.drivers.AlejaStackTestDriver@1c4af82c,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:8a8e2fb0-19bb-4ff2-b9be-92179aa6248a,1607319035782:2cefcfa4-1dae-4fe4-8711-a9a7bb29d4ba
1134,1,False,experiment.drivers.AlejaStackTestDriver@379619aa,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:28a43545-ca9f-471d-991e-f1804c891880,1607319035782:fdaac7e6-67c9-4ed8-8e38-f1556748a92c
1145,1,False,experiment.drivers.AlejaStackTestDriver@cac736f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:8a6ebaf4-6d66-49e4-a24a-e4667ca46d2b,1607319035782:7b587eb5-7516-4b94-9dc5-df807c2c64aa
1165,1,False,experiment.drivers.AlejaStackTestDriver@5e265ba4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:fa24568a-2e0e-4167-a6a0-65ad7628661e,1607319035782:eccfa7db-b153-4ba3-b7b3-86fda27d9d8e
1182,1,False,experiment.drivers.AlejaStackTestDriver@156643d4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:fa24568a-2e0e-4167-a6a0-65ad7628661e,1607319035782:c95c7ebd-d1d2-4e9d-8e8f-909269e1fbbb
1187,2,False,experiment.drivers.AlejaStackTestDriver@156643d4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:fa24568a-2e0e-4167-a6a0-65ad7628661e,1607319035782:31d9dad7-9edd-4eaf-853f-1ab8c198ec48
1219,1,False,experiment.drivers.AlejaStackTestDriver@123a439b,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:74a22092-2c33-45fd-a637-34b17a6d8197,1607319035782:aa916edf-8ce2-48ec-a79a-4a551618d97e
1235,3,False,experiment.drivers.AlejaStackTestDriver@7de26db8,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:74a22092-2c33-45fd-a637-34b17a6d8197,1607319035782:5dbb4158-830b-4cd5-a806-b77fd2c2ded8
1256,1,False,experiment.drivers.AlejaStackTestDriver@1175e2db,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:25657823-52d6-4aa6-98ee-0cf24f6cfb29,1607319035782:3c5ba72d-a6ec-41aa-9162-b94e0b5d6bec
1258,2,False,experiment.drivers.AlejaStackTestDriver@1175e2db,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:25657823-52d6-4aa6-98ee-0cf24f6cfb29,1607319035782:37229383-903b-4754-a252-e2133f5a0cd5
1259,1,False,experiment.drivers.AlejaStackTestDriver@36aa7bc2,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:25657823-52d6-4aa6-98ee-0cf24f6cfb29,1607319035782:0c1e6778-9059-4b16-9bd6-e26ec2015bf4
1286,1,False,experiment.drivers.AlejaStackTestDriver@76ccd017,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:25657823-52d6-4aa6-98ee-0cf24f6cfb29,1607319035782:f4ea1587-9a5e-458f-ba29-0938115941ff
1288,2,False,experiment.drivers.AlejaStackTestDriver@76ccd017,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:25657823-52d6-4aa6-98ee-0cf24f6cfb29,1607319035782:76dee765-4f95-4205-96ad-a5faffe8ab67
1289,4,False,experiment.drivers.AlejaStackTestDriver@182decdb,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:25657823-52d6-4aa6-98ee-0cf24f6cfb29,1607319035782:0cf92e8b-d7db-48b4-8b78-07ef241683b3
1290,2,False,experiment.drivers.AlejaStackTestDriver@26f0a63f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:25657823-52d6-4aa6-98ee-0cf24f6cfb29,1607319035782:37229383-903b-4754-a252-e2133f5a0cd5
1291,1,False,class experiment.drivers.AlejaStackTestDriver,class java.lang.Class,push,class java.lang.Class,No,1607319035782:25657823-52d6-4aa6-98ee-0cf24f6cfb29,1607319035782:864bdd44-8b88-44f1-bcd2-92236bc1f6c1
1309,3,False,experiment.drivers.AlejaStackTestDriver@4361bd48,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:498c5c23-1805-491f-b6bb-e4d9bf145b50,1607319035782:a828d7e0-7cd2-4ded-9833-8b3132c69a61
1310,2,False,experiment.drivers.AlejaStackTestDriver@4361bd48,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:498c5c23-1805-491f-b6bb-e4d9bf145b50,1607319035782:5576cf48-5498-4101-a93e-e9a640018fa5
1327,1,False,experiment.drivers.AlejaStackTestDriver@53bd815b,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:498c5c23-1805-491f-b6bb-e4d9bf145b50,1607319035782:a4a6aa86-d792-4ba1-92a5-8c7791ab25af
1332,3,False,experiment.drivers.AlejaStackTestDriver@53bd815b,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:498c5c23-1805-491f-b6bb-e4d9bf145b50,1607319035782:5576cf48-5498-4101-a93e-e9a640018fa5
1354,1,False,experiment.drivers.AlejaStackTestDriver@2401f4c3,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:498c5c23-1805-491f-b6bb-e4d9bf145b50,1607319035782:3f545f61-5140-4109-be7c-ff3c7d66428e
1361,4,False,experiment.drivers.AlejaStackTestDriver@7637f22,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:498c5c23-1805-491f-b6bb-e4d9bf145b50,1607319035782:5576cf48-5498-4101-a93e-e9a640018fa5
1374,1,False,experiment.drivers.AlejaStackTestDriver@4926097b,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:c2d29936-9a7e-43d0-af43-02fcd3fb793c,1607319035782:cae5f75f-f96d-4fe3-9f2f-ea54a90cf9a1
1376,2,False,experiment.drivers.AlejaStackTestDriver@4926097b,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:c2d29936-9a7e-43d0-af43-02fcd3fb793c,1607319035782:8b208b6f-a157-4956-90a4-e020d1b8469a
1377,1,False,experiment.drivers.AlejaStackTestDriver@762efe5d,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:c2d29936-9a7e-43d0-af43-02fcd3fb793c,1607319035782:14b434c0-1c0f-49e9-8c6c-991d05268b5b
1389,1,False,experiment.drivers.AlejaStackTestDriver@5d22bbb7,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:1a0ca755-5afe-4fb1-8fe4-fe68e11b1701,1607319035782:9cab5689-47d0-4591-971e-4f9044007623
1400,3,False,experiment.drivers.AlejaStackTestDriver@41a4555e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:1a0ca755-5afe-4fb1-8fe4-fe68e11b1701,1607319035782:86d74ee2-44bb-49fd-859f-151e10a74321
1403,1,False,experiment.drivers.AlejaStackTestDriver@3830f1c0,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:1a0ca755-5afe-4fb1-8fe4-fe68e11b1701,1607319035782:18d58d2d-36dc-4694-9b0a-d1e1c91a4d1b
1423,1,False,experiment.drivers.AlejaStackTestDriver@39ed3c8d,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:ab258ea5-1c00-4934-97f8-f4e445b87e86,1607319035782:27b5ca96-8d9c-43a8-9d6a-031bf31e9e68
1425,2,False,experiment.drivers.AlejaStackTestDriver@39ed3c8d,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:ab258ea5-1c00-4934-97f8-f4e445b87e86,1607319035782:8297b0d8-3780-4bc9-8389-f7fc78916a28
1426,1,False,experiment.drivers.AlejaStackTestDriver@71dac704,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:ab258ea5-1c00-4934-97f8-f4e445b87e86,1607319035782:c192ef43-3056-4e6e-9bae-5ee362e27ec2
1453,1,False,experiment.drivers.AlejaStackTestDriver@123772c4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:ab258ea5-1c00-4934-97f8-f4e445b87e86,1607319035782:909f31ac-24ca-49b6-8613-65b8a31f6c03
1455,2,False,experiment.drivers.AlejaStackTestDriver@123772c4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:ab258ea5-1c00-4934-97f8-f4e445b87e86,1607319035782:e55674aa-55a6-4844-bbfb-c3f6490650bf
1456,4,False,experiment.drivers.AlejaStackTestDriver@2d363fb3,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:ab258ea5-1c00-4934-97f8-f4e445b87e86,1607319035782:db6894bb-1ff3-4aa4-a709-702427dd2c61
1457,2,False,experiment.drivers.AlejaStackTestDriver@7d6f77cc,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:ab258ea5-1c00-4934-97f8-f4e445b87e86,1607319035782:8297b0d8-3780-4bc9-8389-f7fc78916a28
1485,1,False,experiment.drivers.AlejaStackTestDriver@5aaa6d82,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:0874810a-9dd9-4e7e-8248-5d8026f8a9f7
1487,2,False,experiment.drivers.AlejaStackTestDriver@5aaa6d82,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:a1027c24-292c-450f-88eb-c059e6897025
1488,4,False,experiment.drivers.AlejaStackTestDriver@73a28541,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:2d438011-5c1e-4ce0-a5c9-0bef26f78195
1504,3,False,experiment.drivers.AlejaStackTestDriver@6f75e721,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:962f21c3-e95a-437c-ab01-9042b80bbd2f
1505,2,False,experiment.drivers.AlejaStackTestDriver@6f75e721,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:a1c5a1af-118b-429d-a513-d53dc939432d
1517,1,False,experiment.drivers.AlejaStackTestDriver@69222c14,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:c280372d-e23a-44f1-ad1f-c20ce4e0cdfe
1519,2,False,experiment.drivers.AlejaStackTestDriver@69222c14,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:f733fc0c-c65e-4f4e-9853-875efb336e90
1520,1,False,experiment.drivers.AlejaStackTestDriver@606d8acf,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:4888070e-02e8-43cc-a5a9-c7d90950da6d
1522,3,False,experiment.drivers.AlejaStackTestDriver@69222c14,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:9afb0010-3e0f-4e12-8d8b-27620b22a1f6,1607319035782:a1c5a1af-118b-429d-a513-d53dc939432d
1544,3,False,experiment.drivers.AlejaStackTestDriver@782830e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:3a7a7a18-69fa-49b4-80bf-39a119c02a20,1607319035782:89d33ca6-550f-4687-b3c4-c50bd5f61659
1545,2,False,experiment.drivers.AlejaStackTestDriver@782830e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:3a7a7a18-69fa-49b4-80bf-39a119c02a20,1607319035782:24ef7ec6-aea5-4ca5-872c-96226cc8c44b
1562,1,False,experiment.drivers.AlejaStackTestDriver@470e2030,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:3a7a7a18-69fa-49b4-80bf-39a119c02a20,1607319035782:d8f2ea7d-cb79-4058-9e51-5a638fda14f9
1567,3,False,experiment.drivers.AlejaStackTestDriver@470e2030,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:3a7a7a18-69fa-49b4-80bf-39a119c02a20,1607319035782:24ef7ec6-aea5-4ca5-872c-96226cc8c44b
1582,1,False,experiment.drivers.AlejaStackTestDriver@3fb4f649,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:471cd46f-ed61-43a2-9d3b-5cf1e81ed297,1607319035782:6e858cce-8a54-4021-85fe-73fc5649e651
1592,2,False,experiment.drivers.AlejaStackTestDriver@33833882,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:471cd46f-ed61-43a2-9d3b-5cf1e81ed297,1607319035782:6e858cce-8a54-4021-85fe-73fc5649e651
1617,2,False,experiment.drivers.AlejaStackTestDriver@200a570f,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:30ad1865-e7ae-4466-9fcc-1410bfd70c61,1607319035782:07013a13-9a07-4864-9f75-71573e942c7f
1628,1,False,experiment.drivers.AlejaStackTestDriver@16b3fc9e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:30ad1865-e7ae-4466-9fcc-1410bfd70c61,1607319035782:62894aac-deb6-49db-8615-5e334bdac00e
1629,2,False,experiment.drivers.AlejaStackTestDriver@16b3fc9e,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:30ad1865-e7ae-4466-9fcc-1410bfd70c61,1607319035782:07013a13-9a07-4864-9f75-71573e942c7f
1636,1,False,experiment.drivers.AlejaStackTestDriver@16b3fc9e,class experiment.drivers.AlejaStackTestDriver,pop,none,No,1607319035782:30ad1865-e7ae-4466-9fcc-1410bfd70c61,1607319035782:e9d4b9aa-a4ce-4fd3-bafc-2c29cb1fa1c2
1656,2,False,0.0,class java.lang.Float,pop,none,No,1607319035782:2473d80c-e7e8-4272-af7d-39a36c817de4,1607319035782:28a0936f-05f7-43b5-a79c-aeb95762a798
1672,4,False,experiment.drivers.AlejaStackTestDriver@e2d56bf,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:2473d80c-e7e8-4272-af7d-39a36c817de4,1607319035782:28a0936f-05f7-43b5-a79c-aeb95762a798
1673,1,False,experiment.drivers.AlejaStackTestDriver@e2d56bf,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:2473d80c-e7e8-4272-af7d-39a36c817de4,1607319035782:1cdb624c-530a-49f7-b97c-f0ae55e5f63d
1692,2,False,experiment.drivers.AlejaStackTestDriver@244038d0,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:95403c7e-eb13-49ff-8529-721b7b03fc79,1607319035782:7b058344-aefb-4372-a664-1ea2f219620b
1703,1,False,experiment.drivers.AlejaStackTestDriver@5680a178,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:95403c7e-eb13-49ff-8529-721b7b03fc79,1607319035782:f65da80e-bfa3-4398-b687-d3079ddc747c
1704,2,False,experiment.drivers.AlejaStackTestDriver@5680a178,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035782:95403c7e-eb13-49ff-8529-721b7b03fc79,1607319035782:7b058344-aefb-4372-a664-1ea2f219620b
1721,1,False,experiment.drivers.AlejaStackTestDriver@5fdef03a,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:86a0af99-cf7e-4631-8e0f-d692b57f27af,1607319035798:cec2f23c-f3f3-4ed7-8185-8482e710ab1c
1737,1,False,experiment.drivers.AlejaStackTestDriver@3b22cdd0,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:eb672b1d-d913-46a1-af67-90cb7fb63d87,1607319035798:1121f4c3-9495-45b6-b0d7-ac51bde7f75e
1739,2,False,experiment.drivers.AlejaStackTestDriver@3b22cdd0,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:eb672b1d-d913-46a1-af67-90cb7fb63d87,1607319035798:7829e2a0-1ebf-407b-a3cb-1d2049bf0fce
1740,1,False,experiment.drivers.AlejaStackTestDriver@1e81f4dc,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:eb672b1d-d913-46a1-af67-90cb7fb63d87,1607319035798:12ee5b2a-23ca-4913-a5c0-21a2722bf215
1741,3,False,-1,class java.lang.Byte,push,class java.lang.Byte,No,1607319035798:eb672b1d-d913-46a1-af67-90cb7fb63d87,1607319035798:7829e2a0-1ebf-407b-a3cb-1d2049bf0fce
1749,4,False,experiment.drivers.AlejaStackTestDriver@4d591d15,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:eb672b1d-d913-46a1-af67-90cb7fb63d87,1607319035798:7829e2a0-1ebf-407b-a3cb-1d2049bf0fce
1759,1,False,experiment.drivers.AlejaStackTestDriver@65ae6ba4,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:66b52661-51af-4e43-a21c-4aad30e82c86,1607319035798:7869cecd-e844-4f95-807b-bbe830280b9b
1776,1,False,experiment.drivers.AlejaStackTestDriver@48cf768c,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:66b52661-51af-4e43-a21c-4aad30e82c86,1607319035798:524c2f18-7a00-4c52-8ee0-4f0bd3ff5313
1781,2,False,experiment.drivers.AlejaStackTestDriver@48cf768c,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:66b52661-51af-4e43-a21c-4aad30e82c86,1607319035798:280ad51f-5da9-4965-9c34-05f16088cb5f
1787,4,False,class java.lang.Float,class java.lang.Class,push,class java.lang.Class,No,1607319035798:66b52661-51af-4e43-a21c-4aad30e82c86,1607319035798:5a855c96-2d1e-4b0b-b808-e7acde669369
1796,1,False,experiment.drivers.AlejaStackTestDriver@59f95c5d,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:90619d5e-c118-47b4-914d-88ce2301023c,1607319035798:84582400-227b-4f37-b423-d4f18a0a18c7
1813,1,False,experiment.drivers.AlejaStackTestDriver@5ccd43c2,class experiment.drivers.AlejaStackTestDriver,push,class experiment.drivers.AlejaStackTestDriver,No,1607319035798:90619d5e-c118-47b4-914d-88ce2301023c,1607319035798:8cd29c3a-fcd8-4e87-85c9-c775025305ba
